txn_count_5min,avg_amount_5min,high_risk_flag
4,163.63933605581838,0
3,179.187457629866,0
5,188.0375708365385,0
6,207.12032884427856,0
3,168.59506581139283,0
4,155.6284713563193,0
8,51.96978520945268,0
4,154.76902327039062,0
10,257.21786144654016,0
4,268.0196415495109,0
5,162.31095811269597,0
10,303.95887985454095,0
3,197.7036742639716,0
4,92.97229025472417,0
7,67.80927548365955,0
5,297.4606338095781,0
10,170.1597019791141,0
4,102.87483815419367,0
2,19.25790628515722,0
3,168.34271112998857,0
5,232.3800687197089,0
8,144.18470847630363,0
4,115.74038718929029,0
3,156.0499385114618,0
8,299.45536153158844,0
6,88.56147058598475,0
8,148.66391756619862,0
3,296.86061916940724,0
3,239.53410315390028,0
5,214.3302251023165,0
11,148.1243091667001,0
7,202.44038516003423,0
4,156.97367452373595,0
3,131.24910951433992,0
8,113.59540197586078,0
8,262.7276477097999,0
3,195.16750942270914,0
3,225.16109950421568,0
6,212.1338548641123,0
2,235.27350622466875,0
7,179.62249680112865,0
5,161.46740391563407,0
5,134.77757364871022,0
6,86.88246932743091,0
1,110.23734635016667,0
10,170.76658231198226,0
2,71.75684124516175,0
5,89.41712766911758,0
4,283.37119141081416,0
5,217.9343587883034,0
4,163.85306174371834,0
5,381.7259567123648,0
6,68.14002250295769,0
1,278.0489021169458,0
3,191.0827133776467,0
2,262.80376183302496,0
5,208.71629738166456,0
4,50.220395020379385,0
7,207.63683740470628,0
7,226.84446837116784,0
2,24.64117611804687,0
6,355.5238635041519,0
7,224.89660753382176,0
2,253.75901921091963,0
7,106.75764883389506,0
5,255.24940177164945,0
7,287.16035676504447,0
6,220.28545825102768,0
5,199.25027531833885,0
6,128.51295000812667,0
5,182.70344657733392,0
4,159.03763885925758,0
7,245.75965099141473,0
1,132.0099259906078,0
8,245.17205772028458,0
4,132.88115498162747,0
5,179.01179566719853,0
3,249.28355176102534,0
7,143.69626240111648,0
2,252.04291911820815,0
5,244.23953261370946,0
10,178.3239461298445,0
7,292.94265610846315,0
7,206.22274735816916,0
10,288.182122126828,0
1,343.47719399017427,0
5,180.6959182638951,0
3,251.59639872219174,0
8,148.99456597416997,0
7,117.37484723934415,0
3,184.36322740908574,0
1,90.99197762004296,0
5,124.9913776282152,0
3,247.31460794568542,0
6,158.90807876409292,0
3,256.8411269697489,0
4,223.95295504139898,0
5,348.09232496152924,0
8,241.94698284608367,0
7,289.1374456223451,0
5,232.15077305020372,0
4,224.9114800862458,0
6,293.1786433690652,0
8,253.50379726922117,0
4,216.80508903659424,0
3,216.4523732743774,0
2,243.0583449464333,0
3,146.2901184432092,0
9,142.89604270890413,0
5,314.0324745898346,0
4,349.1530931087998,0
7,125.68940332718674,0
8,146.48044540482366,0
4,291.4018255603316,0
4,242.68159945139172,0
8,254.11424842567376,0
5,271.72810358824455,0
5,180.74142706047394,0
6,226.3975939992149,0
7,220.17537205584736,0
2,131.32067198036316,0
1,225.20727545725632,0
7,299.01685569197343,0
5,173.2693408925311,0
4,212.20553989927473,0
4,216.53671328086847,0
3,177.22683596517834,0
8,254.15209901554863,0
7,145.594749499601,0
1,306.6116414956747,0
2,250.09644493057962,0
4,125.05851194616844,0
6,335.84077479090024,0
4,213.44811690092763,0
6,142.16419862119585,0
8,288.3643619992953,0
7,239.573721555842,0
5,58.24322366127694,0
2,157.9471746204917,0
1,222.3277869777235,0
7,27.234665788587307,0
4,206.8056068309915,0
1,212.6383498164208,0
6,105.3206494099342,0
5,221.6515909007971,0
8,200.59710713000268,0
5,104.69647152919883,0
4,273.564843749026,0
10,267.0283035814244,0
7,176.8210330518111,0
4,184.1134941286541,0
8,258.10111500762764,0
5,183.94694855105547,0
5,45.52734395838763,0
5,238.9549245919942,0
2,134.93925434091932,0
3,168.8125556465925,0
4,316.62964543611804,0
9,189.28172207929615,0
0,200.13879486990984,0
5,240.7733820370878,0
5,240.4267155099226,0
5,126.46417860977733,0
5,195.17611875725004,0
4,202.89220223406616,0
9,221.76215173030616,0
6,223.13775527332956,0
2,406.9952983021966,0
6,105.93121835302043,0
6,278.4073296158365,0
6,294.6700644666447,0
5,239.42271791388217,0
2,147.974768410154,0
5,333.17344242141013,0
3,24.641370820784175,0
3,145.3386642225739,0
3,293.7345757778249,0
6,170.39107172619856,0
6,327.71716198401487,0
4,79.05562042572797,0
5,111.03184848415935,0
5,157.46894638984202,0
7,233.3919422029223,0
5,182.23838796959816,0
3,160.7680597950063,0
4,313.63171448788194,0
7,321.0755980311321,0
5,166.84961874339555,0
7,63.21857541362701,0
8,27.401293665009632,0
7,219.1432091824285,0
5,252.4764497775038,0
8,205.03982284628367,0
4,194.32735143353932,0
6,135.6365908244734,0
8,252.39838351310706,0
6,334.25483031191277,0
3,22.649785813155518,0
8,193.79990489698278,0
4,122.37213204691197,0
7,80.76272047569188,0
2,109.60193033724671,0
10,230.37382845475236,0
6,232.39697580729327,0
4,316.823020893984,0
5,200.7025237716369,0
6,59.34226961043373,0
4,180.94643660992227,0
5,89.0896742227373,0
6,103.4563290862396,0
3,246.4447246725196,0
7,215.5344724475536,0
7,247.00524763482645,0
8,171.40057221826177,0
4,263.2423650740285,0
7,166.9277681367911,0
3,289.3346266193798,0
4,227.5711151577234,0
4,183.4402503612306,0
0,216.96744353408775,0
1,198.57114392200657,0
1,327.6885212250338,0
7,219.63500980630312,0
5,199.87098620843932,0
5,180.92073143593606,0
8,267.45473753960084,0
3,256.6330671242804,0
5,178.09266957498974,0
3,107.5486788301753,0
5,127.8425489297317,0
1,185.26699683662432,0
7,307.91420048952665,0
2,179.9858696602469,0
4,152.47011120275485,0
6,59.14245494010831,0
7,321.0833148481837,0
9,245.5222516785168,0
4,263.6807976004686,0
1,276.93504415435,0
4,186.82158169928294,0
6,206.76725069980282,0
3,319.0881553561595,0
4,214.36647114553097,0
2,247.00202320511954,0
6,269.6440573760409,0
8,251.43450659381148,0
7,189.7464663786805,0
2,197.28929257488645,0
6,262.21123503807536,0
9,262.0802287947781,0
3,293.4586079215569,0
8,244.0877586647871,0
7,247.72844908736437,0
6,164.30133065724425,0
10,153.50803911424788,0
5,262.45045394811956,0
5,154.06519455869,0
5,198.34391975065105,0
5,310.32185927770325,0
4,297.6456233876071,0
10,224.1431064637747,0
3,176.3088336133032,0
2,190.12968717251962,0
6,269.41281128444916,0
4,197.08005780430676,0
4,155.33740855917887,0
8,297.26198051263793,0
5,214.5280111303425,0
4,153.8195343206603,0
7,238.31521511461048,0
4,277.6974730554007,0
2,119.38615481697916,0
2,183.96368693176524,0
3,180.26533059292703,0
3,236.1829732626781,0
8,250.56066582878867,0
6,155.88208709764115,0
0,80.579905927518,0
8,282.54390036795206,0
5,110.40437835382298,0
4,221.69473640351018,0
5,189.44152810154543,0
7,212.99551241632602,0
6,332.0987177365487,0
3,443.06252908974625,0
4,69.3250070881113,0
2,278.7124924266339,0
4,187.50017818578831,0
1,283.8283610970042,0
9,276.5810460943331,0
3,312.77958457585305,0
1,222.79719321301576,0
5,128.83388120359808,0
4,274.21195909676965,0
6,209.43980609152516,0
5,181.2925427892694,0
8,161.90208954360304,0
5,280.50684552841034,0
7,328.26955936059016,0
4,104.37179530402926,0
1,249.75617939831443,0
5,170.20902516618838,0
4,82.61820814463091,0
3,211.81646566104067,0
2,133.34897758483515,0
12,73.77974177598419,0
5,137.46076222203726,0
10,117.77808656689172,0
6,148.2650517549287,0
1,93.92927384370488,0
6,168.3887913099029,0
2,142.9400697532822,0
4,230.0491101716526,0
5,247.48311891186523,0
8,220.81188614227534,0
4,181.16444337011927,0
2,179.00579234461483,0
1,133.03400100709075,0
8,134.96042724720505,0
8,256.2883094462989,0
4,59.22379210796288,0
1,193.5420049349646,0
9,174.1176750751039,0
4,247.93056810999138,0
2,85.99904132621194,0
4,200.99845643887517,0
3,227.43874730872855,0
8,47.621502510080404,0
9,114.05376217106102,0
4,192.6568122549767,0
4,241.13175261074434,0
5,214.599944889016,0
11,244.83634023598458,0
8,113.65019898874763,0
6,72.89997202175786,0
2,206.76046446054315,0
8,101.65174094287082,0
7,130.77421391617577,0
6,274.5822683861099,0
5,215.1279645413481,0
3,154.54840757956686,0
5,144.1574796287229,0
3,249.6737245511332,0
3,216.95767485199866,0
7,102.83546861418472,0
4,44.17410135192421,0
4,350.544146611212,0
6,102.20166197459537,0
6,242.21572026400983,0
3,320.85543458705394,0
4,211.80780550665244,0
6,151.96506588262363,0
6,85.91607666434302,0
6,84.79915709439757,0
6,230.13558789411087,0
3,316.07810583599877,0
5,168.36327226363767,0
2,155.5423630280509,0
5,255.79848726489493,0
3,145.12421968762027,0
3,221.9586326102737,0
5,203.344116006841,0
11,167.24255531375556,0
7,198.75694730107836,0
7,341.05216917199834,0
4,248.3626355280765,0
1,287.40006434047825,0
4,126.50445112639513,0
5,287.67489180860593,0
4,251.1216380375188,0
4,80.03231227525058,0
7,243.18325866968797,0
6,158.93806905642583,0
8,76.3357058939507,0
4,210.38205858620955,0
3,243.1234072850088,0
0,212.12864549156504,0
4,191.26891321233958,0
1,173.55317292333345,0
4,397.32704074732453,0
3,105.39444891770833,0
5,269.8337585885763,0
6,201.2338376711187,0
6,131.64267949863745,0
4,196.1280759497137,0
4,88.5653889929106,0
5,152.3607674554517,0
1,196.24525393315153,0
9,75.91063531206962,0
7,240.51060307904464,0
5,122.89911672707743,0
4,83.8623233589158,0
5,113.56658113373037,0
4,374.07633294683893,0
1,41.754868650492824,0
3,234.88984710158323,0
7,139.86909831845708,0
6,171.98974627859508,0
10,248.31447429442662,0
4,244.38549718711363,0
5,145.54428646705674,0
6,91.37407946933648,0
6,249.77127789605115,0
8,244.19017544074754,0
4,177.20243929694493,0
3,235.35555070467026,0
3,164.33364152195716,0
9,133.83699479721696,0
7,200.316974489686,0
2,241.5226192873214,0
2,224.7400215641947,0
4,240.7330144061338,0
6,139.15369013686993,0
9,326.55048998066025,0
11,172.60953157291004,0
4,190.48674788187267,0
7,94.50752726257058,0
7,184.49158749621728,0
3,242.57901894812136,0
7,261.00084901541317,0
5,324.9552589749426,0
2,241.61879166603688,0
9,222.15305566397626,0
6,164.29639107885447,0
3,147.06076734135945,0
6,277.6198811734524,0
3,276.0856281391127,0
2,113.83898393209819,0
8,257.8476709722785,0
4,252.0306953116674,0
5,110.89528919886446,0
4,243.23654438313415,0
3,116.03628324145541,0
4,5.656562586120913,0
3,187.19180690463602,0
11,220.6251764203991,0
6,190.79433560935095,0
5,429.3685453750379,0
5,230.30809833879795,0
5,211.77134554389602,0
3,234.36730426512727,0
6,164.69447964799218,0
4,274.3583249674831,0
5,228.88015569416814,0
3,225.21373631139926,0
7,150.07038217064488,0
3,74.85357388407253,0
6,159.88911287381674,0
7,222.6107085007914,0
1,164.4240416204043,0
6,223.33817336538968,0
4,181.41104985149562,0
2,234.4463587701219,0
2,121.85406992997487,0
5,215.4312009508065,0
5,148.72366829188823,0
3,76.93736462954911,0
5,186.78767015773,0
11,322.90540590544373,0
2,83.3138873723214,0
6,209.55138003153596,0
5,263.80616506113796,0
3,384.0024548115561,0
4,160.565361404265,0
10,149.43995163165496,0
1,106.66462432485869,0
8,291.24130678769757,0
3,130.60685366087398,0
5,170.352285457972,0
4,52.08496981029958,0
11,270.7177474142821,0
3,292.6606624622421,0
4,267.6620050867492,0
3,71.57397749170255,0
3,248.5720832623445,0
8,66.18636922207992,0
1,204.64322416513923,0
5,216.40620639870377,0
7,224.8146574486612,0
3,242.77092261099747,0
7,199.35731171525822,0
5,43.005638981715805,0
7,242.80968070396256,0
5,207.80865129021984,0
7,127.79041669030134,0
5,74.4482063090713,0
4,323.2017748739487,0
5,298.5040430632546,0
11,256.47659258459635,0
7,145.89600710122374,0
6,-1.3596441769213925,0
3,261.1743340348188,0
0,229.334941908406,0
10,170.02701527422587,0
5,289.98450453583007,0
5,267.83980271702796,0
3,214.08763905846794,0
4,202.8046734296891,0
2,204.0774174079745,0
2,254.39518982677967,0
7,131.40189227656094,0
3,234.07864974280292,0
1,126.35272444243274,0
3,306.92441374017875,0
7,242.57028572601877,0
5,144.94173906888562,0
5,206.44766592238,0
4,131.69708959775676,0
5,320.32902701606366,0
5,329.83007875769675,0
3,255.69789460502784,0
3,324.5325254123662,0
6,212.14367590980004,0
6,261.08100537398377,0
4,297.97796175278046,0
9,199.54051235872663,0
6,205.6883085853876,0
5,274.6925281143118,0
5,251.71983724767944,0
4,139.56314238391576,0
10,25.05365029828249,0
6,185.95775499223615,0
2,32.24686566198568,0
4,120.71861311155614,0
3,130.05704342396928,0
2,154.50861512478988,0
5,265.6350515330833,0
6,283.0143632584208,0
5,240.69925758457657,0
10,250.60055808494442,0
5,252.48963650949167,0
5,0.25360070232608223,0
4,200.81581456056932,0
4,56.28330230639958,0
3,240.73115805372325,0
6,32.55134821442425,0
4,185.56491717194405,0
2,243.82158208156693,0
9,110.57936413469504,0
5,276.9372768410576,0
9,240.52977359613976,0
5,230.46597566703278,0
5,255.84012700084256,0
1,171.26399297866755,0
5,212.1535091005447,0
8,200.80412577873594,0
6,198.9960844307084,0
2,146.23751386823383,0
5,100.59743082218354,0
5,173.051332056842,0
4,168.64416742445863,0
6,141.0615209986488,0
5,268.16430254480196,0
6,106.22347057155096,0
5,186.27926728870068,0
4,293.3071769249002,0
7,272.7303482079642,0
5,297.30351080778263,0
7,152.73755381006183,0
6,262.74305005821657,0
4,114.96236824174946,0
8,177.93008353467678,0
4,185.45953513758457,0
3,153.93278302415916,0
5,171.05488095323798,0
10,160.5299258002118,0
6,121.40849511186437,0
4,268.5130804804633,0
3,185.40399977005845,0
3,216.11492351338288,0
5,213.10214969542838,0
2,204.3781140088017,0
6,207.42436368451428,0
2,175.5666223975183,0
5,313.471749481189,0
2,260.8595809308287,0
6,201.47056262168158,0
3,164.23564512271494,0
5,190.49433258167358,0
2,233.40972130973967,0
6,319.99520740290495,0
6,90.15619642679644,0
7,252.7819806913422,0
6,290.13789094229077,0
6,81.06252240758145,0
4,185.507929861498,0
4,114.83856215335689,0
7,234.44236893416274,0
5,171.33192541155583,0
5,189.58887464958997,0
8,167.11553541772207,0
4,257.61307462146146,0
2,218.32263684785107,0
3,218.47414112317244,0
4,212.84974600651628,0
6,245.79927043617096,0
9,179.04225161149412,0
3,336.0619830032741,0
5,101.21641990251844,0
3,61.92652414642811,0
2,55.30555451131414,0
4,33.63295045660516,0
9,253.85358518562015,0
4,244.10941594261126,0
5,296.6221193420476,0
8,115.46894282355824,0
8,259.63691637964007,0
5,204.5459249719445,0
3,213.32691993246874,0
9,250.04983162796862,0
2,139.4974599150045,0
8,406.979930832359,0
7,306.5504243420283,0
6,157.46352368037117,0
9,112.74095538213217,0
3,192.96766705562467,0
6,214.5806754865634,0
7,285.24922077666486,0
7,106.50232707453392,0
5,222.8389554559333,0
5,77.67879804681687,0
1,234.9086074728895,0
7,191.39966236335596,0
4,354.93438098286106,0
7,76.31979646242584,0
5,309.6486705192084,0
5,63.69349318670254,0
3,93.82317804747967,0
5,65.83243532222679,0
5,220.02820867608432,0
4,106.10409513970131,0
3,92.13347957755695,0
3,216.22140812987044,0
5,236.14203086997526,0
10,203.18794433202606,0
2,187.02246807827578,0
5,346.31277059497427,0
3,211.66690129935762,0
4,264.45531791377994,0
6,211.4337700551967,0
3,112.16989693962526,0
4,243.99101455216135,0
4,147.53621508241662,0
5,192.7211089568611,0
8,224.4322145514741,0
5,44.68655464906857,0
6,71.23983008866168,0
3,272.75673379980503,0
4,146.9002842720845,0
5,150.69424087129113,0
6,213.3150717896656,0
7,169.14619223025045,0
5,233.40707053142316,0
2,195.91025690135646,0
6,215.88823601443588,0
4,143.85132878061978,0
2,215.48758586247422,0
4,288.40712694683555,0
2,154.58014271086412,0
3,273.2254640217721,0
4,195.87517453418806,0
7,258.758532478235,0
5,210.30170546824888,0
5,197.3271263921659,0
7,227.9783745661093,0
9,297.0878049841799,0
7,218.88778353720605,0
6,238.28246647267179,0
6,170.5212069138639,0
9,325.67091791960206,0
2,251.2269688743737,0
3,206.21667680200048,0
9,190.18770621962605,0
3,278.23266154184887,0
8,151.50367383637925,0
5,57.36999869829336,0
4,205.79196795395643,0
9,295.2003658491475,0
2,327.3047048947739,0
5,191.4164845252896,0
10,203.48701311534268,0
5,241.5624346012764,0
4,178.8520464908988,0
7,241.3124758712919,0
3,193.16785991453858,0
6,280.9094605752144,0
3,257.8384410478259,0
3,264.81822658419463,0
4,183.57458841583295,0
1,354.0741856401809,0
2,238.71295539035776,0
4,219.78352427894652,0
5,139.12456155464227,0
8,192.2342543881157,0
7,209.1503808562109,0
7,136.98581628605598,0
2,176.61462833847298,0
6,186.73599855175922,0
8,204.47365287385745,0
6,58.98344079667166,0
4,189.17835674365884,0
4,169.81230535360547,0
4,198.32926803000802,0
1,282.8221252944205,0
6,364.1916393696965,0
8,254.27017597157015,0
7,101.2462262346931,0
7,172.36744385339725,0
6,247.6770647064873,0
6,238.66323971432183,0
4,278.98605883624595,0
3,192.21192045675232,0
6,170.91998045075954,0
3,340.1939203132831,0
10,204.693648269571,0
5,118.66604991831082,0
6,318.01069256263366,0
6,80.31236068844441,0
4,-79.60361779908845,0
6,261.5509406430059,0
5,272.85607768197053,0
3,233.12103535557526,0
2,95.80351328063601,0
3,195.29041158061435,0
2,177.7465141156903,0
8,157.01687912860885,0
7,312.96555446474235,0
4,116.26671530946489,0
3,225.28835624851197,0
3,295.523758693006,0
6,230.51532202552303,0
5,299.2894697996299,0
1,245.09717779431435,0
8,234.3479736393623,0
9,229.34678950657175,0
4,249.07546133201203,0
7,169.15687220701915,0
3,95.85009185017708,0
7,276.32347291706475,0
5,292.9393840404613,0
6,220.15830487248348,0
8,156.12995042925039,0
2,75.38263067762897,0
4,206.86456799387105,0
9,92.08397242256228,0
4,80.88099978896595,0
4,198.3414777587446,0
3,138.89843990495885,0
4,227.62476449318163,0
4,187.25635179505005,0
6,151.46923470219122,0
7,63.60679354168275,0
3,131.76894993357138,0
6,134.70908079591277,0
8,101.97538611880304,0
7,173.6764563806092,0
3,108.21984070602787,0
4,186.9005802167028,0
6,219.23289709349248,0
8,133.90640364886576,0
3,234.03269035348677,0
4,91.09137030018371,0
3,111.02580812829675,0
8,190.94261619001847,0
1,254.96328735109108,0
3,269.3919633191413,0
7,328.99124977260476,0
5,169.8728900145992,0
9,189.79989450573564,0
5,117.38595767856104,0
4,99.69869344071816,0
5,218.28576690620199,0
7,137.93028004430056,0
3,298.5903360013832,0
6,83.00914145060874,0
7,238.9082564659757,0
4,119.54086089463766,0
4,134.36412265823333,0
4,243.12896522016246,0
3,145.92956511136734,0
4,158.737274598408,0
2,135.0273309158745,0
7,342.8023833290753,0
6,150.60109511359923,0
7,204.12417739462106,0
5,183.84691197751405,0
4,217.7133649379409,0
5,150.82104424272518,0
4,183.934621236668,0
7,231.51616071951483,0
5,130.95942895976066,0
6,287.14570853025236,0
5,294.83844152333063,0
2,248.51941009269916,0
4,205.59011068771866,0
4,-39.24811585636289,0
6,233.94329061235703,0
11,168.69356758169084,0
6,180.29804708659682,0
8,48.20981355817469,0
5,239.4870788699354,0
3,84.11351625384364,0
5,209.47396367931154,0
1,272.3725985527873,0
8,162.45374549459584,0
6,297.28413801827526,0
4,140.24076974342557,0
7,248.03464613848013,0
1,95.6171398833178,0
7,282.4904347744419,0
3,270.0792306063432,0
9,237.46863383709837,0
4,168.5372690708951,0
2,87.83995012575105,0
4,168.7487747824434,0
6,288.8245740598498,0
2,210.39694972552923,0
1,75.75704563900402,0
7,110.0217888464047,0
7,300.2521120681824,0
6,239.03302017023086,0
8,101.27999034080577,0
7,58.733480306032504,0
5,149.9966292319947,0
6,51.89130336080643,0
6,187.53324079943997,0
7,396.1300297469043,0
6,72.24351394406625,0
3,185.1179469435028,0
3,304.9541260265001,0
1,259.9270286640076,0
5,188.10074281606893,0
3,188.29210638654422,0
9,107.52721740603366,0
8,178.5875383995557,0
4,219.47525713921038,0
2,288.4090834619272,0
3,150.38595011881952,0
2,184.813189754923,0
4,124.0629215394654,0
4,218.02601436324042,0
5,262.70235602471706,0
8,250.3718410743916,0
6,106.38503396461158,0
3,211.7490567565132,0
5,145.81499773998493,0
6,280.88400125222665,0
3,187.09498217811696,0
8,78.43893294071324,0
8,182.41578355138134,0
5,236.6778055359105,0
4,219.52048505142398,0
2,159.05631890784156,0
6,153.1781288103083,0
5,120.99964814269468,0
6,168.4200303731755,0
7,131.5456826779358,0
3,277.6068788941852,0
9,127.9090087414707,0
2,209.78275698897608,0
0,204.3443122661066,0
6,275.6533958307929,0
4,287.14946311666966,0
6,255.67759546250628,0
4,228.2342674632104,0
5,116.10830831247537,0
2,114.49039298093939,0
5,132.34473441880408,0
4,260.1536799702332,0
3,205.86639426005087,0
5,269.492579258845,0
3,280.22421874560666,0
3,141.92384797606016,0
4,202.56594620457497,0
8,198.96050570531278,0
5,173.7769848300628,0
4,157.21257163802306,0
4,294.78044027288456,0
4,204.15773813724007,0
4,201.05158308478144,0
7,135.77778601051233,0
8,254.01699443308036,0
7,119.5913999329588,0
3,236.39244230757458,0
6,238.57834880441297,0
6,166.9987960541145,0
4,225.41216649465437,0
6,214.85356472355897,0
9,196.85115001518804,0
6,201.0355184116186,0
4,204.9425458554817,0
6,210.39293381376385,0
7,204.81936250749652,0
4,111.69086478302866,0
3,187.82312391955162,0
4,221.19588809574975,0
5,207.78309828314332,0
3,276.3000207516111,0
5,249.60692715995634,0
3,130.3672371957491,0
5,186.6698313556484,0
5,175.09306772422497,0
5,199.65212106982528,0
6,199.761488012904,0
6,248.9217335391879,0
6,214.1862690512915,0
5,298.44360041668403,0
7,219.2802510129888,0
3,133.55275837301787,0
5,162.61755038654243,0
7,248.3031256585407,0
2,70.86653883954517,0
8,92.32956681919639,0
4,200.85577657001843,0
2,276.07376948169326,0
5,304.5628345563902,0
5,182.63154023825828,0
4,284.86629495887075,0
6,205.78143278151182,0
8,77.48680142054155,0
4,199.35387708173045,0
3,150.4873500302759,0
6,273.45847043821925,0
4,197.94597917164106,0
2,97.76695147548237,0
3,80.02281512731527,0
1,198.3216034068439,0
9,6.382602283223548,0
5,158.54677681376793,0
3,218.48242605942733,0
4,115.43867967557135,0
3,279.51897255242636,0
4,295.28052398005536,0
6,118.66392377984386,0
4,176.15646606428106,0
2,279.5754521057177,0
6,199.89539725959287,0
3,88.44171375207841,0
6,188.53431451485176,0
2,131.76573421633287,0
8,288.6558317140708,0
3,248.4745675459671,0
6,174.89944437874976,0
4,211.37184100240324,0
5,95.35027384220109,0
6,139.69780331539107,0
1,324.26233501539946,0
5,204.28117220637338,0
7,274.4068643833092,0
6,218.56104707264228,0
6,305.14254744236194,0
7,40.092997392062415,0
4,184.94259327847948,0
3,331.58253169731114,0
8,276.4938748448515,0
4,306.0297807032153,0
5,199.45883250748074,0
5,157.03148676692933,0
3,117.82684322496573,0
9,112.24575266707917,0
8,264.5648449766815,0
6,241.05688403366815,0
3,194.6741240535712,0
5,240.65525238813444,0
5,211.39614072416487,0
5,276.9774161119587,0
3,276.2149403926536,0
7,114.7300719612126,0
3,221.8916789975832,0
0,66.49065998447344,0
6,210.64165904724769,0
6,248.34434237612683,0
4,94.90245241654713,0
5,166.68298116313343,0
9,200.7621101775842,0
5,218.71319330987117,0
4,177.7117037420132,0
3,106.21694780762624,0
6,195.67942384645934,0
2,67.82051464472175,0
6,181.3886850654284,0
6,164.6901109042456,0
6,189.25874612484634,0
5,155.25424180194537,0
3,79.38553294750398,0
4,170.692534352839,0
4,274.4656100029855,0
5,300.9168643191044,0
4,395.1467422975413,0
4,335.3320326718131,0
5,104.24496586655167,0
5,167.32499189818725,0
5,198.17714921297784,0
7,193.15521326130403,0
3,205.56266639169806,0
2,392.6073137238047,0
4,113.4358763366082,0
4,142.91750910285612,0
6,331.50607440712747,0
3,150.72149255321182,0
5,231.48645202685725,0
5,282.7725895894567,0
